"Age","Preferred.Tour.Duration","Accessibility","Site.Name","Tour.Duration","Tourist.Rating","System.Response.Time","Recommendation.Accuracy","VR.Experience.Quality","Satisfaction"
23,3,"True","Taj Mahal",9,1.6,1.95,94,4.7,3
35,7,"False","Machu Picchu",4,3.8,4.21,92,4.5,4
52,8,"False","Eiffel Tower",5,4.3,4.89,90,4.7,4
31,6,"True","Taj Mahal",6,3.7,2.99,93,4.7,4
50,7,"False","Great Wall of China",8,5,3.69,91,4,5
51,6,"False","Eiffel Tower",5,1.3,4.73,100,4.5,3
25,4,"False","Eiffel Tower",5,3.4,3.56,96,4.7,3
27,5,"False","Great Wall of China",6,2.1,2.99,94,4.6,3
40,5,"True","Colosseum",3,1.2,2.31,90,4.2,3
54,4,"True","Eiffel Tower",2,2.5,2.19,85,4,3
34,7,"True","Great Wall of China",3,2.2,2.02,96,4.1,3
22,3,"False","Eiffel Tower",4,1.9,2.25,97,4.7,3
51,4,"False","Eiffel Tower",7,3.4,4.85,85,4.1,3
30,4,"False","Taj Mahal",5,2.8,4.48,86,4,3
44,8,"True","Colosseum",4,1.6,2.64,85,4.4,3
55,6,"False","Colosseum",1,1.4,2.26,93,4.7,3
42,5,"True","Great Wall of China",6,4.7,2.3,91,4.4,5
55,4,"True","Taj Mahal",1,1,1.76,99,4.9,3
28,6,"False","Great Wall of China",4,2.5,3.9,91,4.4,3
40,6,"True","Great Wall of China",1,4.2,2.6,87,4.6,4
62,8,"True","Machu Picchu",2,4.6,4.78,100,4.6,5
52,3,"True","Taj Mahal",4,1.5,2,93,4.1,3
56,6,"True","Eiffel Tower",4,3.5,3.58,88,4.1,4
25,8,"True","Colosseum",4,2.9,3.76,91,4.4,3
34,5,"True","Colosseum",2,4.6,3.61,97,4.2,5
30,4,"False","Machu Picchu",7,3.5,4.06,96,4.5,4
47,8,"False","Machu Picchu",6,4.4,4.49,91,4.4,4
65,4,"False","Machu Picchu",5,2.4,3.07,100,4.9,3
50,3,"True","Great Wall of China",2,2.1,3.24,86,4.5,3
35,6,"True","Great Wall of China",4,1.1,3.8,86,4.4,3
61,6,"False","Taj Mahal",5,4.6,2.54,85,4.5,5
61,5,"False","Taj Mahal",3,3.6,1.52,96,4.3,4
65,8,"False","Eiffel Tower",2,4.2,4.84,95,4.8,4
29,8,"True","Colosseum",3,1,3.45,91,4.7,3
64,3,"False","Great Wall of China",8,4,4.05,87,4.2,4
20,8,"False","Taj Mahal",6,3.4,2.2,85,4.7,3
64,7,"True","Machu Picchu",4,1.4,2.84,88,4.1,3
31,6,"False","Machu Picchu",8,1.4,3.03,85,4.1,3
22,6,"False","Great Wall of China",8,3,3.83,96,4.8,3
33,6,"True","Great Wall of China",7,1.1,2.76,92,4.7,3
65,7,"False","Great Wall of China",3,2,1.78,88,4.4,3
66,6,"False","Great Wall of China",8,5,3.17,93,4.1,5
60,5,"True","Eiffel Tower",4,4.1,4.92,96,4.7,4
36,6,"False","Great Wall of China",8,3.1,4.85,90,4.7,3
48,8,"True","Colosseum",5,2.2,1.88,90,4.6,3
52,6,"True","Great Wall of China",7,4,3.68,96,4.8,4
23,7,"False","Taj Mahal",8,1.7,3.41,96,4.3,3
27,7,"True","Great Wall of China",3,3,3.06,88,4.8,3
38,6,"True","Taj Mahal",6,1.1,2.23,91,4.8,3
57,7,"False","Eiffel Tower",5,2,4.28,98,4.8,3
54,5,"False","Taj Mahal",7,1.6,2.94,88,4.2,3
21,7,"False","Colosseum",4,3.5,2.51,85,4.9,4
57,8,"False","Taj Mahal",6,3,3.42,95,4.7,3
48,8,"True","Taj Mahal",2,3.7,3.61,91,4.8,4
54,5,"True","Taj Mahal",3,4.4,3.8,94,4.1,4
66,5,"False","Machu Picchu",3,1.1,2.17,88,4.3,3
63,3,"True","Colosseum",1,4.2,3.99,91,4.3,4
22,3,"False","Eiffel Tower",3,3.3,4.9,91,4.3,3
25,3,"False","Taj Mahal",3,4.8,2.52,97,4.1,5
45,8,"True","Colosseum",5,2.2,4.31,93,4.6,3
53,5,"False","Machu Picchu",2,4.9,4.42,99,5,5
55,6,"False","Eiffel Tower",7,2.9,4.62,99,4.9,3
56,3,"False","Taj Mahal",3,3.2,1.72,87,4.7,3
31,4,"False","Taj Mahal",2,2,1.95,89,4.1,3
22,6,"False","Colosseum",6,3.9,4.57,92,4.3,4
41,6,"False","Machu Picchu",5,1.7,3.22,86,4.8,3
68,8,"True","Eiffel Tower",3,3.7,3.57,99,4.3,4
48,3,"True","Colosseum",2,4.4,3.8,91,4.7,4
27,5,"False","Great Wall of China",3,4.9,2.62,89,4.2,5
43,3,"False","Machu Picchu",6,1.4,3.27,94,4.5,3
53,5,"True","Great Wall of China",6,3.7,4.04,92,4.3,4
61,8,"True","Great Wall of China",3,1.8,4.69,96,4.2,3
39,6,"True","Taj Mahal",4,2.3,3.58,89,5,3
30,5,"True","Eiffel Tower",3,3.9,2.48,98,4.5,4
21,3,"False","Machu Picchu",5,1.3,4.58,91,4.3,3
68,6,"True","Great Wall of China",4,4.4,2.27,91,4.8,4
44,3,"False","Colosseum",3,3.8,1.74,92,4.8,4
27,3,"True","Great Wall of China",1,3.1,4.86,100,4.7,3
26,5,"False","Colosseum",5,4.5,3.25,95,4.3,5
66,3,"True","Taj Mahal",4,1.1,2.04,100,4.3,3
22,7,"True","Colosseum",4,3.1,3.79,87,4.8,3
49,3,"False","Machu Picchu",6,2.1,3.68,99,4.3,3
53,4,"False","Colosseum",3,4.1,2.01,90,4.8,4
62,3,"False","Taj Mahal",4,2.3,4.18,98,4.4,3
41,8,"False","Great Wall of China",1,1.5,3.14,99,4.3,3
60,4,"False","Eiffel Tower",5,2.3,4.78,89,4.5,3
60,6,"True","Machu Picchu",6,3.2,2.4,98,4.6,3
42,3,"False","Colosseum",3,4.1,3.48,95,4.1,4
69,8,"False","Taj Mahal",2,1.4,2.43,96,4.5,3
38,6,"True","Great Wall of China",3,4.1,4.62,91,4.3,4
41,8,"True","Great Wall of China",3,2.4,2.13,98,4.9,3
24,6,"True","Machu Picchu",5,4.3,1.61,86,4.4,4
33,5,"False","Machu Picchu",3,1.7,2.68,89,4.7,3
30,3,"True","Machu Picchu",6,3.1,4.15,87,4.3,3
23,6,"False","Colosseum",6,4.9,4.44,87,4.8,5
48,5,"True","Machu Picchu",7,4.8,4.32,87,4.8,5
57,5,"True","Eiffel Tower",6,2.1,2.18,87,4.4,3
36,8,"True","Taj Mahal",5,2.4,3.79,92,4.6,3
41,8,"False","Great Wall of China",2,3,2.56,93,4.8,3
37,6,"False","Machu Picchu",4,4.1,3.48,92,4.6,4
57,3,"False","Taj Mahal",1,4.1,4.72,92,4.5,4
50,8,"False","Great Wall of China",5,2.8,3.66,100,4.1,3
30,5,"False","Machu Picchu",4,1.6,3.18,92,4.4,3
44,3,"True","Great Wall of China",4,2.6,4.84,93,5,3
52,4,"True","Machu Picchu",4,1.3,4.18,85,4.7,3
38,6,"True","Machu Picchu",5,2.7,4.26,97,4.7,3
22,4,"True","Taj Mahal",5,2.8,4.26,95,4.1,3
23,4,"True","Taj Mahal",4,1.1,2.29,96,4.5,3
64,8,"True","Colosseum",3,2.6,2.41,99,4.6,3
68,4,"True","Eiffel Tower",4,1.2,2.36,89,4.3,3
47,7,"True","Taj Mahal",4,1.4,4.4,100,4.1,3
66,4,"True","Machu Picchu",4,3,3.79,99,4.7,3
29,6,"False","Eiffel Tower",1,1.4,3.04,93,4.2,3
26,8,"False","Machu Picchu",5,2.7,2.82,93,4.3,3
28,6,"True","Colosseum",6,1.5,4.41,90,4.6,3
29,3,"True","Taj Mahal",6,4.5,2.45,88,4.4,5
26,7,"False","Machu Picchu",2,1.3,4.74,92,5,3
29,8,"False","Colosseum",3,1.1,3.7,90,4.5,3
66,8,"True","Eiffel Tower",7,2.9,4.08,92,4.6,3
50,4,"True","Machu Picchu",1,2,2.25,88,4.4,3
45,3,"True","Eiffel Tower",3,2.5,3.72,95,4.6,3
34,4,"True","Colosseum",3,2.2,4.73,92,4.1,3
29,3,"True","Machu Picchu",4,4.5,2.58,100,4.9,5
60,5,"False","Eiffel Tower",2,2.5,1.85,88,4.7,3
36,6,"False","Machu Picchu",2,3.8,2.32,100,4.3,4
51,5,"False","Taj Mahal",4,4.3,1.6,96,4.4,4
65,3,"False","Eiffel Tower",1,3.4,4.11,99,4.6,3
60,6,"False","Taj Mahal",7,4.1,4.95,91,4.9,4
59,6,"True","Colosseum",8,1.4,4.99,97,4.1,3
59,6,"True","Machu Picchu",4,2.3,3.61,95,4.4,3
24,5,"False","Machu Picchu",2,3.3,1.6,94,4.2,3
63,8,"False","Taj Mahal",3,2.7,4.08,94,4,3
37,5,"True","Colosseum",6,4.7,1.89,90,4.7,5
42,8,"True","Taj Mahal",6,4.3,4.06,87,4.3,4
36,5,"True","Colosseum",1,2.7,4.77,86,4.9,3
23,6,"True","Machu Picchu",6,2.5,2.34,86,4.1,3
40,3,"False","Machu Picchu",5,2.4,2.9,93,4.9,3
54,4,"False","Colosseum",2,3.2,4.4,88,4.5,3
41,6,"False","Machu Picchu",5,1.7,3.81,97,4.8,3
63,8,"False","Great Wall of China",3,2.6,2.35,97,4.4,3
66,8,"False","Machu Picchu",2,2.6,3.36,89,4.7,3
57,4,"False","Colosseum",2,1.9,4.17,86,5,3
27,5,"True","Colosseum",2,1,1.78,99,4.6,3
68,8,"False","Colosseum",4,3.8,3.75,87,4.3,4
43,7,"False","Taj Mahal",4,2.9,3.13,99,4.9,3
52,8,"True","Eiffel Tower",3,4.8,1.96,94,4.6,5
30,3,"True","Great Wall of China",3,4.7,2.05,100,4.5,5
29,3,"True","Colosseum",4,3.1,3.26,86,4.7,3
31,4,"True","Taj Mahal",3,3,4.61,92,4.8,3
55,4,"False","Taj Mahal",3,2.4,3.37,92,4.9,3
55,7,"True","Eiffel Tower",3,2.5,1.87,92,4.3,3
43,5,"False","Machu Picchu",4,3.7,4.25,97,4.2,4
54,5,"True","Machu Picchu",2,3.1,4.98,98,4.2,3
46,8,"False","Great Wall of China",6,3.1,1.8,97,4.9,3
61,3,"False","Taj Mahal",5,1,4.04,94,4.1,3
38,8,"True","Machu Picchu",3,2.3,3.02,94,4.3,3
35,3,"True","Eiffel Tower",2,4.9,3.79,100,4.9,5
24,3,"False","Taj Mahal",8,4.4,2.77,91,4.9,4
33,5,"True","Eiffel Tower",2,2.5,4.71,94,4.3,3
43,3,"False","Eiffel Tower",6,2.5,4.07,85,4.9,3
25,3,"True","Eiffel Tower",1,3.9,2.14,99,4.2,4
38,8,"False","Machu Picchu",4,3.1,2.99,86,4.4,3
24,6,"True","Eiffel Tower",2,3.4,2.97,88,4.2,3
32,8,"False","Taj Mahal",1,3.6,3.13,92,4.7,4
24,7,"True","Great Wall of China",5,4.6,4.95,96,4.5,5
65,8,"True","Great Wall of China",5,3.4,1.78,91,4.8,3
38,4,"False","Taj Mahal",2,2.2,1.95,98,4.6,3
19,7,"True","Taj Mahal",7,4.6,4.55,88,4.4,5
24,6,"True","Great Wall of China",5,4.8,2.86,98,4.1,5
21,5,"False","Taj Mahal",3,1.8,4.99,87,4.4,3
70,8,"True","Machu Picchu",1,3.8,1.82,86,4.4,4
53,3,"True","Machu Picchu",3,3.6,1.55,95,4.1,4
40,3,"False","Taj Mahal",5,2.2,2.79,100,4.3,3
27,3,"True","Colosseum",6,3.7,3.92,87,4.1,4
45,3,"True","Taj Mahal",4,1.4,1.55,86,4.6,3
51,8,"False","Eiffel Tower",4,3.5,3.81,93,4.8,4
66,5,"True","Taj Mahal",8,4.8,3.24,89,4.7,5
29,8,"True","Eiffel Tower",3,2,3.3,89,4.6,3
44,8,"False","Great Wall of China",2,2.1,2.26,92,4.4,3
50,6,"False","Great Wall of China",8,3.8,3.31,87,4.9,4
53,6,"True","Colosseum",2,2.5,2.16,87,4.6,3
51,6,"True","Taj Mahal",5,2.8,2.47,85,4.7,3
66,5,"True","Eiffel Tower",8,4.4,4.68,94,4.4,4
18,3,"False","Great Wall of China",3,4.7,4.87,85,4.1,5
23,3,"False","Machu Picchu",6,3,3.49,98,4.8,3
36,4,"True","Machu Picchu",3,1.5,3.74,92,4.1,3
18,6,"False","Eiffel Tower",2,2.3,4.63,98,4.3,3
37,6,"False","Taj Mahal",5,1.8,3.14,99,5,3
61,3,"False","Great Wall of China",1,1.1,4.95,99,4.2,3
53,3,"False","Colosseum",5,3.8,1.93,87,4.8,4
55,3,"True","Eiffel Tower",4,5,3.28,86,4.1,5
58,6,"False","Machu Picchu",5,4.8,3.57,94,4.1,5
22,8,"False","Machu Picchu",4,3.8,3.27,86,5,4
51,6,"True","Machu Picchu",3,2.1,3.28,100,4.6,3
63,6,"True","Taj Mahal",2,1,1.52,92,4.3,3
44,3,"False","Colosseum",2,5,2.72,94,5,5
43,5,"False","Great Wall of China",6,1.5,3.3,85,4.6,3
25,3,"True","Taj Mahal",9,3.4,4.66,96,4.6,3
64,3,"False","Taj Mahal",4,1.9,4.19,92,4.6,3
24,3,"True","Great Wall of China",4,3.6,3.69,98,4.8,4
32,7,"False","Taj Mahal",7,2.5,1.88,95,4.3,3
38,6,"True","Great Wall of China",5,1.5,1.74,90,4.9,3
52,5,"False","Great Wall of China",5,4.2,1.54,99,4.2,4
68,7,"False","Colosseum",5,3.1,3.41,93,4.6,3
28,7,"False","Great Wall of China",3,4.6,1.97,85,4.6,5
65,6,"True","Taj Mahal",4,2.4,4.46,92,4.4,3
39,8,"False","Great Wall of China",5,4.1,2.73,92,4.5,4
57,7,"False","Machu Picchu",6,4.6,4.16,97,4.9,5
18,6,"False","Great Wall of China",7,4.9,2.26,96,4,5
43,7,"False","Taj Mahal",6,4.6,2.81,98,4.2,5
26,3,"False","Taj Mahal",6,3.7,2,90,4.4,4
37,6,"False","Taj Mahal",4,2.7,2.84,89,4.6,3
50,3,"False","Eiffel Tower",4,1.2,2.8,97,4.6,3
69,3,"False","Taj Mahal",1,2.3,2.49,85,4.2,3
57,5,"False","Taj Mahal",7,2,2.79,96,4.6,3
53,8,"True","Taj Mahal",3,2.4,4.57,98,4.9,3
55,6,"True","Colosseum",1,3.4,4.12,92,4.6,3
49,5,"True","Taj Mahal",3,2.2,4.2,93,4.2,3
25,7,"True","Taj Mahal",5,2.3,3.85,97,4.8,3
36,6,"False","Eiffel Tower",6,4.6,3.67,100,4.7,5
26,3,"True","Taj Mahal",5,2.9,2.09,89,5,3
66,4,"False","Machu Picchu",4,2.1,4.05,96,4,3
62,5,"False","Eiffel Tower",6,2.2,1.94,89,4.3,3
38,8,"True","Eiffel Tower",2,5,4.91,87,4.6,5
26,6,"False","Taj Mahal",4,1.5,4.65,100,4.8,3
24,8,"False","Great Wall of China",1,1.6,4.46,99,4.2,3
23,8,"False","Great Wall of China",6,4,2.74,91,4.6,4
43,3,"True","Colosseum",4,4.5,4.21,95,4.7,5
19,4,"False","Eiffel Tower",3,3.8,1.6,98,4.4,4
67,5,"False","Great Wall of China",6,2.1,3.72,98,4.9,3
38,4,"False","Taj Mahal",8,2.3,2.19,87,4.5,3
20,8,"True","Machu Picchu",3,1.5,2.08,89,4.7,3
60,5,"False","Great Wall of China",1,3.4,2.91,94,4.1,3
25,8,"True","Great Wall of China",3,4.4,4.55,98,4.9,4
63,6,"True","Colosseum",4,3.4,2.14,86,4.9,3
55,6,"False","Colosseum",4,3.8,3.1,92,4.4,4
40,4,"False","Machu Picchu",3,3.8,3.13,97,4.1,4
25,8,"False","Machu Picchu",6,3.2,1.87,97,4.2,3
29,3,"False","Machu Picchu",7,2.4,4.84,97,4.2,3
43,8,"True","Taj Mahal",2,1.5,2.71,98,4.4,3
24,5,"False","Machu Picchu",2,2.2,1.92,91,4.4,3
27,6,"True","Eiffel Tower",5,2.9,4.69,99,4.8,3
25,3,"True","Great Wall of China",1,2.1,4.47,91,4.6,3
45,6,"False","Taj Mahal",2,3.9,4.68,92,4.1,4
19,7,"True","Great Wall of China",2,2.4,2.44,94,5,3
39,8,"True","Great Wall of China",2,4.8,2.89,93,4.5,5
51,4,"False","Great Wall of China",6,2.9,2.37,88,4.7,3
45,7,"False","Great Wall of China",4,1.1,3.13,88,4.4,3
42,3,"True","Great Wall of China",3,1.6,1.93,97,4.9,3
32,5,"True","Taj Mahal",1,4.5,1.69,93,4.3,5
50,6,"True","Eiffel Tower",3,2.5,3.85,93,4.1,3
34,6,"False","Eiffel Tower",6,4,2.61,91,4.5,4
28,6,"False","Eiffel Tower",4,1.5,2.18,99,4.5,3
55,7,"False","Taj Mahal",6,2.7,4.43,91,4.7,3
63,4,"True","Colosseum",5,3,4.21,91,4.2,3
58,4,"True","Colosseum",5,2.9,3.97,95,4.6,3
26,5,"True","Machu Picchu",4,1.6,3.99,92,4.7,3
58,7,"True","Machu Picchu",2,4.6,3.54,95,4.2,5
24,5,"False","Eiffel Tower",2,4.9,2.91,98,4.8,5
46,8,"True","Colosseum",9,3.7,4.29,87,4.8,4
62,7,"False","Colosseum",3,4.1,3.07,96,4.2,4
38,7,"True","Great Wall of China",7,1.1,2.29,90,4,3
68,3,"True","Colosseum",4,1.2,3.49,98,4.9,3
53,7,"False","Great Wall of China",3,1.2,3.34,100,4.5,3
54,3,"False","Colosseum",7,1.3,1.83,93,4.3,3
67,5,"True","Colosseum",6,4.3,3.57,85,4.6,4
20,8,"True","Great Wall of China",7,3.9,2.6,87,4.9,4
56,4,"False","Colosseum",6,4.7,2.78,100,5,5
44,3,"False","Eiffel Tower",1,2.3,3.38,93,4.5,3
66,7,"False","Colosseum",6,4.2,3.31,94,4.9,4
19,5,"False","Colosseum",4,3.7,3.56,86,4.7,4
55,6,"True","Machu Picchu",3,3.3,1.92,86,4.1,3
27,3,"False","Eiffel Tower",5,2.7,4.44,96,4.1,3
32,3,"True","Machu Picchu",2,1.1,1.95,96,4.5,3
21,5,"False","Great Wall of China",6,4.5,4.76,91,4.1,5
63,7,"True","Eiffel Tower",6,2.3,4.99,92,4.4,3
19,4,"True","Great Wall of China",5,2.2,4.6,96,4.8,3
50,4,"True","Eiffel Tower",5,1.1,4.96,92,4.2,3
54,5,"True","Taj Mahal",5,4.5,2.31,86,4.1,5
28,7,"False","Great Wall of China",2,1.5,3.83,86,4.4,3
49,7,"True","Eiffel Tower",7,3.5,3.83,85,4.3,4
63,8,"True","Great Wall of China",2,3.3,4,97,4,3
47,8,"True","Colosseum",2,1.3,3.32,88,4.8,3
57,5,"True","Machu Picchu",2,1.7,3.12,98,4.4,3
34,7,"False","Machu Picchu",2,4.9,4.17,91,4.3,5
58,4,"True","Machu Picchu",3,2.2,2.59,95,4.1,3
44,4,"False","Eiffel Tower",1,4.8,3.93,88,4.6,5
63,3,"True","Eiffel Tower",7,2.6,2.19,92,4,3
49,7,"True","Taj Mahal",1,3.6,3.13,100,4.1,4
61,7,"True","Colosseum",5,1.8,2.43,86,4.1,3
30,5,"True","Eiffel Tower",3,1.9,3.87,87,4.5,3
60,6,"True","Eiffel Tower",4,2.9,1.83,91,5,3
47,6,"True","Taj Mahal",7,4.4,3.7,91,4,4
48,6,"True","Colosseum",1,4.9,2.17,86,4.3,5
63,3,"False","Taj Mahal",1,3.1,2.57,87,4.3,3
53,3,"False","Great Wall of China",1,1.3,4.35,85,4.3,3
41,6,"False","Great Wall of China",4,3.4,3.24,94,4.9,3
33,3,"True","Great Wall of China",4,1.5,3.13,96,4.9,3
67,7,"False","Machu Picchu",2,3.5,3.46,85,4.4,4
37,6,"False","Machu Picchu",3,4.1,4.5,93,4.1,4
63,5,"True","Eiffel Tower",6,3.6,2.49,100,4.9,4
67,8,"False","Machu Picchu",1,3.9,1.7,92,4.2,4
55,3,"False","Eiffel Tower",1,2.3,2.8,98,4.5,3
29,6,"True","Colosseum",2,4.5,4.3,92,4.1,5
50,4,"True","Colosseum",4,3.4,3.06,89,4.5,3
45,5,"False","Machu Picchu",4,3.1,4.75,94,4.3,3
63,3,"True","Taj Mahal",4,3.4,2.74,91,4.7,3
56,6,"True","Great Wall of China",4,3.5,3.51,95,4.9,4
22,4,"True","Great Wall of China",5,2.4,3.51,98,4.7,3
26,4,"True","Eiffel Tower",6,1.3,3.38,87,4.4,3
66,4,"False","Taj Mahal",4,5,1.78,93,4.9,5
36,7,"False","Taj Mahal",7,2.3,4.55,88,4.9,3
22,5,"False","Colosseum",6,1.9,3.92,89,4.8,3
63,3,"True","Colosseum",8,4.1,2.58,89,4.8,4
54,8,"True","Colosseum",5,4.3,3.63,93,4.8,4
48,5,"True","Machu Picchu",3,2.3,2.06,90,4,3
43,5,"False","Machu Picchu",8,1.9,2.89,85,4.2,3
33,7,"True","Great Wall of China",3,4.3,2.24,96,4.8,4
23,3,"True","Machu Picchu",3,4,4.27,98,4.2,4
50,8,"False","Colosseum",2,4.8,4.67,92,4.3,5
35,7,"False","Great Wall of China",6,2.8,3.6,95,5,3
54,3,"True","Taj Mahal",5,4.6,4.51,91,4.4,5
58,3,"False","Great Wall of China",3,1.6,3.4,88,4.9,3
28,6,"False","Machu Picchu",3,4,3.43,96,5,4
47,3,"True","Machu Picchu",1,3,2.07,86,4.3,3
56,7,"False","Great Wall of China",2,3.9,3.28,91,4,4
32,4,"True","Great Wall of China",2,2.8,2.35,96,4.3,3
70,3,"True","Taj Mahal",2,3.1,3.78,97,4.8,3
32,8,"False","Machu Picchu",6,2.4,3.86,99,4.4,3
43,7,"False","Taj Mahal",1,1.7,1.56,92,4.2,3
53,8,"True","Great Wall of China",3,4.3,4.82,96,4.9,4
30,6,"False","Colosseum",1,2.8,2.39,94,4.5,3
54,8,"True","Great Wall of China",5,3.8,2.18,96,5,4
43,4,"False","Great Wall of China",4,2.4,3.67,90,4.8,3
29,4,"True","Eiffel Tower",2,1.6,2.72,93,4.3,3
41,7,"True","Taj Mahal",1,1.5,1.66,95,4.3,3
46,8,"False","Eiffel Tower",2,1.9,4.47,97,5,3
45,3,"True","Machu Picchu",2,4.3,4.01,99,4.4,4
21,5,"False","Great Wall of China",5,2.6,1.62,86,4.1,3
31,8,"True","Great Wall of China",8,2.9,2.67,88,4.2,3
43,7,"True","Taj Mahal",8,2.6,4.04,87,4.6,3
56,6,"False","Taj Mahal",3,4,3.28,89,5,4
70,7,"True","Machu Picchu",1,4.1,2.99,92,4.3,4
29,6,"True","Colosseum",3,2.9,1.65,97,5,3
35,3,"True","Taj Mahal",5,3.2,1.97,99,4.9,3
55,6,"True","Eiffel Tower",7,2.7,3.37,89,4.4,3
32,3,"False","Machu Picchu",5,2.8,4.27,94,5,3
48,8,"True","Machu Picchu",4,1.6,1.53,100,4.3,3
28,5,"False","Great Wall of China",5,3.4,3.24,96,4.9,3
46,8,"False","Machu Picchu",5,1,4.56,96,4.1,3
47,5,"True","Taj Mahal",7,4.7,3.89,90,4.8,5
22,3,"True","Machu Picchu",2,4.5,4.36,94,4.9,5
30,7,"False","Machu Picchu",8,3.5,4.18,87,4.4,4
33,3,"False","Machu Picchu",2,3.1,2.11,100,4.9,3
60,3,"False","Great Wall of China",7,3.7,1.67,94,4.7,4
26,7,"True","Machu Picchu",3,2.6,1.53,94,4.9,3
32,6,"False","Eiffel Tower",5,4.6,4.42,85,4.9,5
66,5,"False","Great Wall of China",2,3.3,4.73,90,4.3,3
21,5,"True","Taj Mahal",1,2.3,4.5,97,4.5,3
28,4,"True","Taj Mahal",3,4.6,3.04,89,4.9,5
57,4,"True","Colosseum",2,1,3.95,94,4.1,3
26,7,"False","Great Wall of China",4,3.3,4.02,92,4,3
55,6,"True","Taj Mahal",4,1.2,4.26,100,4.1,3
70,3,"False","Colosseum",5,3.1,3.02,90,4.3,3
23,7,"False","Great Wall of China",3,2.8,4.74,88,4.5,3
69,7,"True","Great Wall of China",6,4.6,3.42,86,4.5,5
56,4,"False","Colosseum",3,4.6,4.63,93,4.2,5
64,4,"True","Machu Picchu",4,4.6,4.33,96,4.2,5
51,3,"True","Great Wall of China",7,3.4,4.28,95,4.6,3
33,4,"False","Colosseum",2,4,3.07,99,4.8,4
29,8,"False","Colosseum",3,1.2,3.65,92,4.1,3
39,4,"False","Eiffel Tower",5,4.9,2.92,89,4.2,5
31,7,"False","Eiffel Tower",6,3.7,4.98,91,4.7,4
55,4,"True","Taj Mahal",9,1,3.71,94,4.3,3
47,5,"False","Great Wall of China",6,4.9,3.07,90,4.5,5
29,7,"True","Colosseum",3,1.1,2.76,95,4.8,3
51,6,"False","Colosseum",9,3.4,4.27,85,4.2,3
37,5,"True","Eiffel Tower",2,2.4,1.95,93,4.6,3
24,8,"False","Great Wall of China",4,2.3,4.01,87,4.9,3
58,3,"False","Machu Picchu",4,5,1.85,88,4.1,5
53,3,"True","Machu Picchu",7,4.5,1.74,98,4.3,5
51,4,"True","Taj Mahal",4,4.9,2.01,86,4.4,5
27,5,"True","Great Wall of China",6,4.5,3.38,98,4.9,5
26,4,"True","Eiffel Tower",8,4.2,3.05,99,4.9,4
20,8,"True","Machu Picchu",7,2.6,2.98,91,4.8,3
58,6,"False","Eiffel Tower",5,3.9,3.95,96,4.6,4
50,8,"False","Great Wall of China",2,3.3,2.57,99,4.6,3
65,8,"False","Great Wall of China",7,2.3,1.98,98,4.2,3
24,6,"True","Colosseum",3,2.6,4.59,96,4.5,3
25,7,"True","Taj Mahal",7,1.4,4.95,91,4.1,3
52,5,"True","Colosseum",3,3.6,3.22,100,4.4,4
61,8,"True","Taj Mahal",1,4.5,3.67,92,4.2,5
61,3,"True","Machu Picchu",2,3,3.56,98,4.1,3
28,3,"True","Machu Picchu",2,3.4,2.78,86,4.7,3
28,6,"True","Great Wall of China",1,4.3,2.56,90,4.4,4
55,6,"True","Machu Picchu",5,4.6,1.96,92,4.3,5
41,8,"True","Machu Picchu",6,4.1,2.53,90,4.4,4
26,5,"True","Machu Picchu",3,3.5,4.56,92,4.4,4
54,6,"False","Taj Mahal",2,4.1,3.82,89,4.7,4
37,8,"False","Eiffel Tower",1,4.6,3.64,98,4,5
18,5,"False","Great Wall of China",2,1.6,2.12,99,4.6,3
45,7,"True","Eiffel Tower",4,3.8,3.74,87,4.4,4
38,8,"False","Colosseum",3,4.7,2.83,96,4.1,5
26,5,"False","Colosseum",1,3.5,1.97,98,4.8,4
23,4,"True","Colosseum",5,1.2,2.56,96,4.3,3
52,8,"False","Colosseum",4,4.5,4.62,94,4.9,5
56,8,"False","Eiffel Tower",3,4.6,2.67,91,4.1,5
67,7,"True","Machu Picchu",6,4.7,4.7,91,4.6,5
45,7,"False","Colosseum",6,2.3,3.92,90,4.3,3
69,5,"False","Colosseum",3,3.4,2.19,97,4.1,3
26,8,"True","Colosseum",4,3.2,4.45,99,4.3,3
45,8,"True","Taj Mahal",2,1.7,4.96,86,4.1,3
26,8,"False","Colosseum",2,1,1.95,88,5,3
20,6,"True","Machu Picchu",3,4.7,3.87,93,4.7,5
22,4,"False","Machu Picchu",2,1.3,3.84,91,4,3
52,7,"False","Eiffel Tower",2,3.7,3.17,100,4.4,4
50,3,"False","Eiffel Tower",6,4.6,1.79,95,4,5
48,8,"True","Taj Mahal",4,4.9,2.76,87,4.5,5
69,6,"False","Great Wall of China",4,2.7,2.06,88,4.9,3
65,6,"False","Eiffel Tower",4,1.2,2.98,100,4.6,3
33,4,"False","Colosseum",2,1.6,4.27,85,5,3
56,7,"True","Taj Mahal",3,3.7,3.71,99,4.2,4
44,3,"False","Eiffel Tower",4,3.7,3.03,85,4.5,4
60,7,"True","Eiffel Tower",5,1.9,4.7,100,4.7,3
42,6,"False","Great Wall of China",1,2.8,2.09,92,4.8,3
56,6,"False","Great Wall of China",3,3.4,3.61,98,4.5,3
64,8,"True","Taj Mahal",7,2.5,2.25,87,4.8,3
35,4,"False","Colosseum",6,1.1,1.76,87,4.4,3
61,8,"True","Eiffel Tower",1,4,2.88,100,4.7,4
